striker,bowling_team,runs_scored,balls_faced,dismissals,strike_rate,average
Abdur Rehman,Australia,12,14,0,85.71428571428571,
Abdur Rehman,Bangladesh,13,19,2,68.42105263157895,6.5
Abdur Rehman,England,13,20,2,65.0,6.5
Abdur Rehman,India,2,6,1,33.33333333333333,2.0
Abdur Rehman,Ireland,7,12,1,58.333333333333336,7.0
Abdur Rehman,Kenya,5,6,0,83.33333333333334,
Abdur Rehman,New Zealand,1,12,2,8.333333333333332,0.5
Abdur Rehman,South Africa,71,122,5,58.19672131147541,14.2
Abdur Rehman,Sri Lanka,1,5,1,20.0,1.0
Abdur Rehman,West Indies,7,17,1,41.17647058823529,7.0
Abdur Rehman,Zimbabwe,0,1,0,0.0,
Abid Ali,Australia,112,122,2,91.80327868852459,56.0
Abid Ali,England,5,10,1,50.0,5.0
Abid Ali,Sri Lanka,74,68,1,108.8235294117647,74.0
Abid Ali,Zimbabwe,43,57,2,75.43859649122807,21.5
Abu Hider,Afghanistan,1,12,0,8.333333333333332,
Abul Hasan,Sri Lanka,10,13,2,76.92307692307693,5.0
Abul Hasan,Zimbabwe,1,3,1,33.33333333333333,1.0
Adeel Raja,Australia,8,14,0,57.14285714285714,
Adeel Raja,Bangladesh,0,5,0,0.0,
Adeel Raja,England,2,5,1,40.0,2.0
Adeel Raja,India,0,10,0,0.0,
Adeel Raja,Ireland,3,42,0,7.142857142857142,
Adnan Akmal,England,11,24,1,45.83333333333333,11.0
Adnan Akmal,Zimbabwe,51,68,1,75.0,51.0
Adnan Mufti,Afghanistan,2,11,1,18.181818181818183,2.0
Adnan Mufti,Ireland,70,116,6,60.3448275862069,11.666666666666666
Adnan Mufti,Nepal,57,49,0,116.3265306122449,
Adnan Mufti,Papua New Guinea,26,43,1,60.46511627906976,26.0
Adnan Mufti,Scotland,120,154,3,77.92207792207793,40.0
Adnan Mufti,West Indies,45,38,1,118.42105263157893,45.0
Adnan Mufti,Zimbabwe,10,13,0,76.92307692307693,
Afif Hossain,Afghanistan,119,149,3,79.86577181208054,39.666666666666664
Afif Hossain,England,47,69,3,68.11594202898551,15.666666666666666
Afif Hossain,India,14,25,3,56.00000000000001,4.666666666666667
Afif Hossain,Pakistan,12,11,1,109.09090909090908,12.0
Afif Hossain,South Africa,89,123,2,72.35772357723577,44.5
Afif Hossain,Sri Lanka,53,49,2,108.16326530612245,26.5
Afif Hossain,West Indies,9,20,2,45.0,4.5
Afif Hossain,Zimbabwe,219,217,5,100.92165898617512,43.8
Afsar Zazai,Australia,10,42,1,23.809523809523807,10.0
Afsar Zazai,Bangladesh,1,5,1,20.0,1.0
Afsar Zazai,England,6,14,1,42.857142857142854,6.0
Afsar Zazai,Ireland,18,17,1,105.88235294117648,18.0
Afsar Zazai,New Zealand,0,1,1,0.0,0.0
Afsar Zazai,Scotland,48,65,2,73.84615384615385,24.0
Afsar Zazai,Sri Lanka,19,43,1,44.18604651162791,19.0
Afsar Zazai,United Arab Emirates,111,196,2,56.63265306122449,55.5
Afsar Zazai,West Indies,22,54,2,40.74074074074074,11.0
Aftab Ahmed,Australia,75,100,5,75.0,15.0
Aftab Ahmed,Bermuda,7,14,1,50.0,7.0
Aftab Ahmed,England,128,164,6,78.04878048780488,21.333333333333332
Aftab Ahmed,India,103,134,5,76.86567164179104,20.6
Aftab Ahmed,Ireland,12,11,1,109.09090909090908,12.0
Aftab Ahmed,Kenya,57,92,3,61.95652173913043,19.0
Aftab Ahmed,New Zealand,140,206,7,67.96116504854369,20.0
Aftab Ahmed,Pakistan,57,96,6,59.375,9.5
Aftab Ahmed,South Africa,35,47,1,74.46808510638297,35.0
Aftab Ahmed,Sri Lanka,166,235,9,70.63829787234043,18.444444444444443
Aftab Ahmed,West Indies,86,108,3,79.62962962962963,28.666666666666668
Aftab Ahmed,Zimbabwe,195,244,6,79.91803278688525,32.5
Aftab Alam,Bangladesh,14,12,1,116.66666666666667,14.0
Aftab Alam,India,2,7,1,28.57142857142857,2.0
Aftab Alam,Ireland,34,50,1,68.0,34.0
Aftab Alam,New Zealand,14,10,1,140.0,14.0
Aftab Alam,Scotland,1,1,0,100.0,
Aftab Alam,South Africa,0,1,0,0.0,
Aftab Alam,Sri Lanka,7,2,0,350.0,
Aftab Alam,Zimbabwe,2,14,2,14.285714285714285,1.0
Afzaal Haider,India,0,10,1,0.0,0.0
Agha Salman,Afghanistan,59,78,2,75.64102564102564,29.5
Agha Salman,Bangladesh,12,21,0,57.14285714285714,
Agha Salman,India,23,33,1,69.6969696969697,23.0
Agha Salman,Nepal,5,14,1,35.714285714285715,5.0
Agha Salman,Netherlands,101,95,1,106.3157894736842,101.0
Agha Salman,New Zealand,236,219,5,107.76255707762556,47.2
Ahmed Raza,Afghanistan,6,24,2,25.0,3.0
Ahmed Raza,Hong Kong,33,45,2,73.33333333333333,16.5
Ahmed Raza,Ireland,70,148,5,47.2972972972973,14.0
Ahmed Raza,Namibia,24,36,1,66.66666666666666,24.0
Ahmed Raza,Nepal,52,61,4,85.24590163934425,13.0
